t,v
0.0,-88.81541409051773
3.432259064882502e-06,-88.81541409088688
0.03432602290788991,-88.81541778149634
0.1,-88.81542483478282
0.10094144350716272,-88.76553666312705
0.10188288701432544,-88.71565667352776
0.10343480112526825,-88.63344646094626
0.10498671523621106,-88.55125588624743
0.11148099626358887,-88.20754690082066
0.11797527729096668,-87.86419710093169
0.1244695583183445,-87.5211948548051
0.1309638393457223,-87.17852661955047
0.1414281672739808,-86.6270399807057
0.1518924952022393,-86.07632616303071
0.1623568231304978,-85.52633316711022
0.1797876701605291,-84.61165026098087
0.1972185171905604,-83.69862337848603
0.21464936422059172,-82.78704943137483
0.24774541695241087,-81.05958973921706
0.28084146968423,-79.33557886846724
0.31393752241604916,-77.6140505841318
0.3470335751478683,-75.89418986968548
0.38012962787968746,-74.17529319427943
0.4132256806115066,-72.45671966668966
0.44632173334332575,-70.73782291243711
0.4794177860751449,-69.0178316178475
0.5125138388069641,-67.29563963949089
0.5456098915387833,-65.56944528701794
0.5787059442706024,-63.83619290194817
0.6118019970024215,-62.090734351705876
0.6320257792831765,-61.01506871571561
0.6522495615639314,-59.929302357752
0.6724733438446864,-58.82986045057669
0.6926971261254413,-57.71214171047662
0.7129209084061963,-56.57027784081416
0.7331446906869512,-55.396838259915825
0.7533684729677061,-54.182475739609025
0.7735922552484611,-52.91550140774464
0.793816037529216,-51.581357853642395
0.814039819809971,-50.16194062163475
0.8342636020907259,-48.63469667187614
0.8544873843714809,-46.97139013553815
0.8747111666522358,-45.13635735286299
0.8949349489329907,-43.08397072983741
0.9151587312137457,-40.75495848706633
0.9353825134945006,-38.071632662918844
0.9556062957752556,-34.92467831241029
0.9758300780560105,-31.155726390128926
0.9872274958914959,-28.68640341832238
0.9986249137269814,-25.918401936310026
1.0100223315624668,-22.819198147418952
1.0214197493979522,-19.39524666210926
1.0279646224966086,-17.29864547216033
1.034509495595265,-15.126792971645276
1.0410543686939213,-12.899389476395445
1.0475992417925777,-10.637017583978103
1.054144114891234,-8.360248619088985
1.0606889879898904,-6.088633777124912
1.0672338610885468,-3.8396967039603083
1.0737787341872032,-1.6283735408049813
1.0803236072858595,0.5331543290495979
1.084450886210117,1.8659426667563497
1.0885781651343744,3.1731251084047996
1.092705444058632,4.453258182229199
1.0968327229828894,5.70515368987559
1.1,6.64623184922403
1.1008548202797985,6.851399693252667
1.101709640559597,7.0554442812676985
1.1035800003028984,7.498290202389744
1.1054503600461998,7.936300765366454
1.1073207197895012,8.369043483062182
1.1106440145188146,9.124420128162424
1.1166221423711173,10.439206055210924
1.1226002702234201,11.697359658170882
1.128578398075723,12.899071070895308
1.1379474802750416,14.670296260823434
1.1473165624743602,16.307966031794212
1.1566856446736788,17.81758571522089
1.1660547268729975,19.205870782452415
1.1754238090723161,20.480062730160526
1.1847928912716348,21.647532504432597
1.1941619734709534,22.715595545635214
1.210223116858859,24.33554374924364
1.2262842602467647,25.718383057615217
1.2423454036346704,26.89588504265567
1.2672477665449629,28.38077543669749
1.2921501294552553,29.52967970074398
1.3170524923655478,30.416337110619857
1.3419548552758402,31.09816705983881
1.3668572181861327,31.619472505965337
1.3917595810964252,32.01462022657121
1.4166619440067176,32.31061469360995
1.44156430691701,32.52874952054897
1.4664666698273026,32.68576730883492
1.5040239790211622,32.835761834389785
1.541581288215022,32.90936353968225
1.5791385974088816,32.92916299704395
1.6166959066027413,32.91020590883822
1.654253215796601,32.86321872984805
1.6918105249904607,32.79591661266646
1.7293678341843204,32.713991817933014
1.76692514337818,32.621396687949016
1.8044824525720398,32.52080961986051
1.8420397617658995,32.41403632332506
1.8795970709597591,32.30238273920039
1.9171543801536188,32.186832766435025
1.9547116893474785,32.06814441438908
1.9922689985413382,31.946891402376668
2.029826307735198,31.823509110825242
2.067383616929058,31.69833598038646
2.1267284299188196,31.49747648313461
2.186073242908581,31.293719857564675
2.2454180558983428,31.087748155419447
2.3047628688881043,30.880129231215935
2.364107681877866,30.67161772507602
2.4234524948676275,30.462759300075565
2.482797307857389,30.25365338383323
2.5421421208471506,30.04452813020887
2.601486933836912,29.835896196395627
2.660831746826674,29.62809978216957
2.7201765598164354,29.42133672762071
2.779521372806197,29.215932299122187
2.8388661857959585,29.012089100664944
2.89821099878572,28.80984378019085
2.9575558117754817,28.609454932718915
3.0169006247652432,28.4112663527872
3.076245437755005,28.215304813059106
3.1355902507447664,28.021562190881223
3.2265990174766723,27.729124244452482
3.3176077842085783,27.442797124240997
3.408616550940484,27.162930053844306
3.49962531767239,26.889712947299053
3.590634084404296,26.623268604860964
3.681642851136202,26.36370455514075
3.772651617868108,26.11111171695264
3.917192388962962,25.724393004627107
4.061733160057816,25.355447185479278
4.20627393115267,25.00415583048773
4.350814702247524,24.670251591013272
4.495355473342378,24.353354443316558
4.639896244437232,24.052999781678395
4.86638483467914,23.614355629750094
5.0928734249210486,23.212765767623274
5.319362015162957,22.845778990472628
5.5458506054048655,22.510891806767066
5.772339195646774,22.20563330246498
5.9988277858886825,21.927617763516544
6.364260468137625,21.530815966049783
6.729693150386568,21.19045887149545
7.095125832635511,20.898980392267646
7.460558514884454,20.650021947845172
7.825991197133397,20.438315579632906
8.19142387938234,20.259510747744837
8.556856561631283,20.109982662724914
9.202646785989067,19.90798429273016
9.848437010346851,19.77419775699734
10.494227234704635,19.697312403217502
11.140017459062419,19.668098585901024
11.785807683420202,19.677709411597544
12.431597907777986,19.71829164239811
13.07738813213577,19.782310034393394
13.723178356493554,19.863626693047387
14.368968580851337,19.956627565971846
15.014758805209121,20.057095695356715
15.660549029566905,20.161156723914864
16.30633925392469,20.26608865127752
16.952129478282473,20.36931202729624
17.597919702640255,20.469216029400755
18.243709926998037,20.56421010378425
18.88950015135582,20.65346939597905
19.5352903757136,20.736103495042496
20.181080600071382,20.81180957153702
20.826870824429164,20.88016645762513
21.472661048786946,20.941185080158988
22.11845127314473,20.994806361823983
22.76424149750251,21.041083313388068
23.410031721860292,21.080154870462263
24.58518027036863,21.133547482002832
25.76032881887697,21.16536630702373
26.93547736738531,21.17735819319425
28.11062591589365,21.171141349345067
29.28577446440199,21.148328836593453
30.460923012910328,21.11032241464423
31.636071561418667,21.058662671329202
32.81122010992701,20.99451334781346
33.986368658435346,20.919266345929366
35.161517206943685,20.833650835118252
36.336665755452024,20.738768942320156
37.511814303960364,20.635629514288826
38.6869628524687,20.52477536099245
39.86211140097704,20.40693912124698
41.03725994948538,20.282503018420122
42.21240849799372,20.152203860295042
43.38755704650206,20.01615610195835
44.5627055950104,19.875243499794006
45.73785414351874,19.729446976956762
46.91300269202708,19.579788491547127
48.08815124053542,19.42601142901094
49.26329978904376,19.268165943354774
50.438448337552096,19.10675626456009
51.613596886060435,18.942263877848795
52.788745434568774,18.77493956974323
53.963893983077114,18.604916238928976
55.13904253158545,18.43233812365374
56.31419108009379,18.25737822290202
58.31788954183836,17.95402418185431
60.32158800358293,17.64495480151447
62.3252864653275,17.330872992988926
64.32898492707207,17.01246937590277
66.33268338881665,16.690346059205943
69.36108295454697,16.1973962451417
72.3894825202773,15.698151566912761
75.41788208600762,15.19397083621749
78.44628165173795,14.68632330092059
81.47468121746827,14.176476126582063
83.50991390369008,13.833352000620096
85.54514658991188,13.490457713635145
87.58037927613368,13.14811588918103
89.61561196235549,12.806205807276486
91.65084464857729,12.464249765708848
93.6860773347991,12.121857215486079
95.7213100210209,11.778943556989116
97.7565427072427,11.435542677236551
99.7917753934645,11.091562520555994
101.82700807968631,10.746757572176339
103.86224076590811,10.400859752652105
107.34992473827447,9.80504422286279
110.83760871064082,9.204488709836761
114.32529268300718,8.597949875317532
117.81297665537353,7.983967055401663
121.30066062773989,7.360852472336593
124.78834460010624,6.726708905257308
128.2760285724726,6.0794578125834935
131.76371254483894,5.4168213797144045
135.25139651720528,4.736256470355479
138.73908048957162,4.034903403709365
144.0782362900693,2.9135214054131606
149.41739209056698,1.7230828006429135
154.75654789106466,0.44849696541930756
160.09570369156233,-0.9278867753049631
165.43485949206,-2.4266938344929634
168.94873931901046,-3.4913424809263525
172.4626191459609,-4.626862838338698
175.97649897291134,-5.84090489355401
179.4903787998618,-7.140745422774326
181.6240313657986,-7.9746398588260465
182.95405210092827,-8.512100077357468
184.28407283605793,-9.063292266943586
185.6140935711876,-9.628295499675588
186.94411430631726,-10.207101003500274
188.27413504144693,-10.799590324615862
189.6041557765766,-11.405528150364587
190.93417651170626,-12.024559310233585
192.93601960795692,-12.979880291040798
194.9378627042076,-13.961605793851364
196.93970580045826,-14.967094695258004
198.94154889670892,-15.993445176562204
200.9433919929596,-17.03772131323106
202.94523508921026,-18.097209736586407
204.94707818546092,-19.169669845297076
206.9489212817116,-20.25338396084244
208.95076437796226,-21.346975719346403
210.95260747421293,-22.449302616828138
212.9544505704636,-23.55937254080888
214.95629366671426,-24.676802033329082
216.95813676296493,-25.80196150632014
218.9599798592156,-26.935475033844025
220.96182295546626,-28.079143154340898
222.96366605171693,-29.238006060151776
224.9655091479676,-30.415028499948683
226.26280176841075,-31.189025856396675
227.5600943888539,-31.9737156002478
228.85738700929707,-32.770639232084115
230.15467962974023,-33.58162189259554
231.4519722501834,-34.409093249786494
232.74926487062655,-35.25550954477476
234.0465574910697,-36.12336159517253
235.34385011151286,-37.01544792820774
236.64114273195602,-37.93486584385291
237.93843535239918,-38.884949231223544
239.23572797284234,-39.8692645290325
240.5330205932855,-40.89150933379698
241.83031321372866,-41.955300609805114
243.12760583417182,-43.064034752120655
244.42489845461498,-44.22080340748122
245.2468275485626,-44.97973696053383
245.79322847934858,-45.495706508057175
246.33962941013456,-46.020915049074475
246.88603034092054,-46.55541730599185
247.43243127170652,-47.09923245561913
247.9788322024925,-47.652339562523295
248.52523313327848,-48.21467906333094
249.37853267995078,-49.11109720434108
250.23183222662308,-50.02924968112457
251.0851317732954,-50.968402270184065
251.9384313199677,-51.92764938850128
252.79173086664,-52.90594571808734
253.6450304133123,-53.902133827990674
254.4983299599846,-54.914974538790936
255.07758654975936,-55.611362834712004
255.65684313953412,-56.31440636278318
256.2360997293089,-57.02367600207146
256.81535631908366,-57.73873333559782
257.39461290885845,-58.45913082140431
258.35007025196114,-59.657828050103774
259.30552759506384,-60.8676425198404
260.26098493816653,-62.086306459730835
261.2164422812692,-63.31137801114489
262.1718996243719,-64.54019368784702
263.1273569674746,-65.76982751695492
264.0828143105773,-66.99704722649169
265.03827165368,-68.21829686910753
265.58784969887483,-68.91657863326903
266.13742774406967,-69.6108017011634
266.6870057892645,-70.30011968505355
267.23658383445934,-70.98365403680408
267.7861618796542,-71.66049836496526
268.335739924849,-72.32971653712593
268.88531797004384,-72.99034919872729
269.4348960152387,-73.64141778929466
269.9844740604335,-74.28193944887482
270.3177250948192,-74.66478275382816
270.6509761292049,-75.04316686628029
270.98422716359056,-75.4168757204966
271.31747819797624,-75.7856967458378
271.6507292323619,-76.14942104305123
271.9839802667476,-76.50784512001171
272.3172313011333,-76.86077021620186
272.650482335519,-77.20800686963432
272.8407278019161,-77.4036136402427
272.9547675274514,-77.51993527145915
273.0688072529867,-77.63555018048424
273.182846978522,-77.75045166933879
273.2968867040573,-77.86463309156765
273.41092642959256,-77.97808790883464
273.7773521229945,-78.3376047906953
274.14377781639644,-78.68933751026836
274.5102035097984,-79.03311606460571
274.8766292032003,-79.36877853422511
275.24305489660225,-79.69617807602646
275.6094805900042,-80.01518580272968
275.9759062834061,-80.32569261377782
276.34233197680805,-80.62760925479292
276.70875767021,-80.92086824941069
277.0751833636119,-81.20542163760516
277.44160905701386,-81.48124308191282
277.8080347504158,-81.74832659764328
278.17446044381774,-82.0066871009917
278.5408861372197,-82.25635927038883
278.9073118306216,-82.49739714512398
279.27373752402355,-82.72987329018537
279.6401632174255,-82.95387795826272
280.0065889108274,-83.16951806462302
280.37301460422935,-83.37691613970792
280.93704510186626,-83.68033697599209
281.50107559950317,-83.96506456657691
282.0651060971401,-84.23175743109101
282.9464202519632,-84.61406339788186
283.82773440678636,-84.95683408962942
284.7090485616095,-85.26296292969492
285.59036271643265,-85.53542044502224
286.4716768712558,-85.7771799777645
287.35299102607894,-85.99114997942924
288.2343051809021,-86.18011605335238
289.1156193357252,-86.34670450417617
289.9969334905484,-86.49336271160757
290.8782476453715,-86.6223474090883
291.75956180019466,-86.73571589247666
292.6408759550178,-86.83533267731269
293.52219010984095,-86.92287386444457
294.4035042646641,-86.9998371769823
295.28481841948724,-87.06755457839303
296.1661325743104,-87.12720517913822
297.66693449512945,-87.21300372119276
299.1677364159485,-87.28264364333474
301.58919590744836,-87.36909456804737
304.0106553989482,-87.43310712669413
306.432114890448,-87.48235155293987
308.85357438194785,-87.52171998973797
311.2750338734477,-87.5543564581454
313.6964933649475,-87.58233771448188
316.11795285644735,-87.60706934714213
318.5394123479472,-87.62951319972599
320.960871839447,-87.65032652699048
323.38233133094684,-87.66995613692333
327.1578101300928,-87.69882207397826
330.93328892923876,-87.72623579898983
334.7087677283847,-87.75262945503732
338.4842465275307,-87.7782090823308
342.25972532667663,-87.80307580926033
346.0352041258226,-87.82729056053157
349.81068292496855,-87.85089599521932
353.5861617241145,-87.87392602248573
357.36164052326046,-87.89640527522958
361.1371193224064,-87.91835451830151
364.9125981215524,-87.93978831030294
368.68807692069834,-87.9607216884211
372.4635557198443,-87.9811648337862
376.23903451899025,-88.00113142418897
380.0145133181362,-88.02062919424613
383.78999211728217,-88.03967045034805
387.5654709164281,-88.05826436020841
391.3409497155741,-88.07642349717592
395.11642851472004,-88.0941533572568
398.891907313866,-88.11146725947587
402.66738611301196,-88.12837114750683
406.4428649121579,-88.14487550792062
410.2183437113039,-88.1609847175511
413.99382251044983,-88.17671399839327
417.7693013095958,-88.19206504250197
421.54478010874175,-88.20705655026168
425.3202589078877,-88.2216830235074
429.09573770703366,-88.23596176176224
432.8712165061796,-88.24989642413804
436.6466953053256,-88.26350984036199
440.42217410447154,-88.27678781437581
444.1976529036175,-88.28976235507992
447.97313170276345,-88.30240342259076
451.7486105019094,-88.31474449731269
455.52408930105537,-88.32680175834523
459.2995681002013,-88.33857777571113
463.0750468993473,-88.35006221301998
466.85052569849324,-88.36127240146332
470.6260044976392,-88.37220221254142
474.40148329678516,-88.38288398215592
478.1769620959311,-88.39330647874911
481.9524408950771,-88.40347524367212
485.72791969422303,-88.41339934977141
489.503398493369,-88.4230869690603
493.27887729251495,-88.4325440730435
504.1117485556354,-88.45844545617338
521.5910710974415,-88.49663559192474
539.0703936392476,-88.53080929425496
556.5497161810538,-88.5614128560163
574.0290387228599,-88.58883997086204
591.5083612646661,-88.61344005203821
608.9876838064722,-88.63552131930967
626.4670063482783,-88.65535553049001
643.9463288900845,-88.67318339276429
661.4256514318906,-88.68921793561643
678.9049739736968,-88.70364780105695
696.3842965155029,-88.71663994135578
713.863619057309,-88.7283423453359
731.3429415991152,-88.73888630754203
748.8222641409213,-88.74838851260908
766.3015866827275,-88.7569527735711
783.7809092245336,-88.76467160178804
801.2602317663398,-88.77162754202415
827.5854516340958,-88.78082435910788
853.9106715018518,-88.78867434160459
880.2358913696078,-88.79536888136855
906.5611112373638,-88.80106586777131
932.8863311051198,-88.80589810494688
959.2115509728758,-88.80998055070043
985.5367708406318,-88.81341405635612
1000.0,-88.81505648919497
